timestamp,comment_text,likes,has_replies,number_of_replies
1520321134673,Gays? Ag man tsek,0,FALSE,0
1520303134679,"I cried watching this movie so much; cried and laughed and feeling their great, pure and honest love. It is not about gay love as it is about purity and depth of true love which was born one summer, bloomed and stayed in each others hearts regardless of sadness of the situation. The movie left me speechless, with a lot of emotions and thoughts. Brilliant performances by actors, real chemistry and some of the best 'quotes' I've ever heard in a movie. This one goes in my top5 best movies ever filmed.",0,FALSE,0
1520303134683,Trash! Pedophile perv garbage!,0,FALSE,0
1520281534689,"I just watched at work lol and omg!! Is a master piece no other words to describe it!! My fave quote was ""our hearts and our bodies are given to us only once""",0,FALSE,0
1520277934692,YAY FOR PEDOPHILIA! you GO LIBERALS! youre' AWESOME!,0,FALSE,0
1520274334696,"It not enough that the movie is about homosexuality, but it also shows pedophilia as a good thing? are u kidding me, and that gets nominated for an Oscar!!!!",0,FALSE,0
1520256334701,"Just finished the book a day before the Oscars- it was an amazing read and not your ""stereotypical"" romance novel. I would highly recommend it to anyone (there are a few NSFW chapters in there- be warned! haha)",0,FALSE,0
1520169934707,This move stole my soul,0,FALSE,0
1520169934712,Is that guy a pedo?,0,FALSE,0
1520169934716,"This is sickening, homosexuals should be executed.",0,TRUE,1
1519997134723,First A Bigger Splash and now this?! Oh Luca Guadagnino you are playing with my heart!😍,0,FALSE,0
1519910734729,"Yaoi fans: ...
Me: ...
Yaoi fans: millions of thumps can be heard in the distance
Me: OH SHIT",1,FALSE,0
1519910734733,I watched this movie 3 hrs ago and still can't stop crying y'all better have a tissue or something when you see this movie,0,FALSE,0
1519824334736,"Worse movie i ever seen,everyone please check out my reviews on this piece of trash movie,comment,rate and suscribe thank you!",0,TRUE,1
1519737934742,love how we overlook how this is full on pedophilia because ~~it's gay~~,0,TRUE,1
1519737934748,omg this movie was so good and sad,1,FALSE,0
1519737934753,"Mark Zuckerberg stealing his idea, really took a toll on him.",1,FALSE,0
1519737934757,One of the best films I have seen in a long time. Loved every minute of it!!,3,FALSE,0
1519737934762,is this a gay movie or brotherhood ? juit want to know before i watch,0,TRUE,1
1519133134767,"Voy a alejarme lentamente de este trailer,...",0,FALSE,0
1519133136717,"Another masterwork, knockout, sublime, classic crapfest of an indie film. Enjoy, douchebags! 😁",0,FALSE,0
1519133136722,What's the acoustic music?,0,FALSE,0
1519133136730,awesome!!,0,FALSE,0
1519133136734,extremely good. changing the sterotype that there arent just feminine gay guys and love can be amazing and complicated but also love can hurt.,0,FALSE,0
1518528336739,Wow its very beautiful 😇😇😇,0,FALSE,0
1518528336744,Wtffff??? what is this boy doing with this man...is this some kind of creepy  parallel universe... wish I can erase this from my brain,0,TRUE,1
1518528336751,"Call me by your name gonna be my fav film after love,rosie , i love the story the first love the sadness the happiness all of them . Sch a masterpiece to me",0,FALSE,0
1518528336759,"Where on earth do you see any beauty in this movie? A guy falling in love with a boy? God, you people prove it is no wonder this world is heading certainly in the wrong direction.",0,TRUE,1
1518528336765,disgusting,1,TRUE,1
1518528336772,"Homosexuals will burn in hell, Hollywood is disgusting.
.
.
.
.
.
.
.

lol jk it's nice to see more diversity being incorporated into the media and the increasing acceptance for minorities.",0,FALSE,0
1517923536777,GAYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0,TRUE,1
1517923536787,You guys ok with this ??🤔 Interesting,0,TRUE,1
1517923536795,this actually made me die,0,TRUE,1
1517923536801,Chi è di Crema qui? :D,0,FALSE,0
1517923536833,This was the best movie of 2017 and I will fight anyone who disagrees,3,FALSE,0
1517923536837,It is just so good so so so so good,2,FALSE,0
1517923536846,What's the name of the piano piece at the beginning?,0,FALSE,0
1517923536855,He deserve the Oscar.,1,FALSE,0
1517923536858,This seems like its from a book bc it sounds so dreamy!!,1,FALSE,0
1517923536867,"Movie is mesmerizing, straight or not! Its deliciously delivered for eyes of anyone!",1,FALSE,0
1517923538820,amazing,1,FALSE,0
1517923538831,Can you tell me the meaning of title?,1,FALSE,0
1517923538841,Poor kid got his anus destroyed.,3,TRUE,1
1517923538853,"I started watching this movie but had to stop watching it halfway through...the age difference between the two characters is really disturbing. Many are saying that the age of consent in Italy is 16, but what the hell!    It's like saying the age of consent for a girl to marry in the Middle East is 9 or 13...that does not make it right.   At the end this is a grown ass man taking advantage of a very impressionable teenager.",1,TRUE,6
1517923538860,They suck each other cock backstage,1,FALSE,0
1517923538873,what's this movie is about? It is an oscar nomination for best picture this year,1,TRUE,2
1517923538882,"I have a question, why do you guys think Oliver suggests they call each other by the other ones name?  I have some guesses but im interested in other POVS.",0,TRUE,1
1517923538893,"this trailer reminded me of the movie ""Broke Back Mountain"", i just know the ending  is going to be a depressing sad one.",1,FALSE,0
1517923538903,Crackass pedophiles,1,TRUE,3
1517923538948,I feel like my hear melted. And it's just the trailer sigh,1,FALSE,0
1517923538955,most beautiful trailer and movie,0,FALSE,0
1517923538963,"So, all the hashtagery about molestation and harassment.......but a relationship between a 25 yr old and 15 yr old is “beautiful”?",0,TRUE,2
1517923538974,"WTF? lame 
 
I'd rater watch my burning eyes than this....",0,TRUE,2
1517923538985,I’m soo confused,0,FALSE,0
1517923538995,"watch this whilst playing Troye's 'the good side' , you're welcome 🌸",0,FALSE,0
1517923538999,um....pedophlie alert,0,FALSE,0
1517923539019,"once again, in the end, Italians teach us how to make cinema",0,FALSE,0
1517923539030,GAYYYYYYYYYY!!!!! I LOVE IT,0,FALSE,0
1517923539040,One of if not the most beautiful stories I've ever read and seen on screen,0,FALSE,0
1517923539044,Is it better to speak or to die? <3,0,FALSE,0
1517923540989,"Another movie on sodomy and its been nominated for Academy..WOW, Awesome...",0,FALSE,0
1517923540999,This is THE perfect film!,0,FALSE,0
1517923541015,sometimes i like to rewatch this and cry again,0,FALSE,0
1517923541024,Im.........,0,FALSE,0
1517923541033,"Is there any other movies just as stunning as this one? I've watched it six times over the past few days and I need more..? I've read the book too, is there ANYTHING like this.",1,FALSE,0
1517923541040,What's the song?,0,FALSE,0
1517923541046,Nope.,0,FALSE,0
1517923541056,I love the bilingual approach to this movies we need more movies like this,0,TRUE,1
1517923541067,Oh my gosh!!! I'm so excited!!!!,0,FALSE,0
1517923541070,"kurwa, znowu pedały",0,FALSE,0
1517923541080,Masterpiece ❤❤,0,FALSE,0
1517923541088,"I dont know, i dont have anything about gays but it just doesnt look cute or sweet on movie when they kiss or anything about it ....",0,TRUE,1
1517923541095,Best movie i've ever seen !!!,0,FALSE,0
1517923541103,Who produced this? NAMBLA?,0,FALSE,0
1517923541113,I don't like to think of the movie as a great homosexual movie I've heard many do -- but actually as a masterpiece.,0,FALSE,0
1517923541150,I LOVE Tim,1,FALSE,0
1517923541159,"I ve just watched the movie , amazing but a sad ending",0,FALSE,0
1517923541163,I thought he was trots Sivan in the thumbnail,0,FALSE,0
1517923541172,can someone tell me if this has a happy ending or not I'm sick of watching gay movies with sad endings.,0,TRUE,1
1517923541184,I'm crying already,0,FALSE,0
1517923543950,I really thought it was filmed decades ago it fooled me real good hahaha it was a good movie.,0,FALSE,0
1517923543957,"I'm not into totally gay films, but this looks like a very high level film. If it were two females I would drive to  back up to NC  to see it. I do miss the fine people ,,, and the Fine Arts Theater.  Dose anybody at the theater read this ?",1,FALSE,0
1517923543967,AHH THE TRAILER!!!! I NEED TO WATCH THIS MOVIE,0,FALSE,0
1517923543972,any films similar to this? cause I loved it,0,TRUE,1
1517923543983,"With the way people were acting I thought the age gap was gonna be giant😂 17 and 24? My grandparents had a 9 year age gap, nobody ever though it was weird, they fit together like pieces of a puzzle.",3,FALSE,0
1517923543992,"Troye Sivan is also gay, these gotta be twins.",0,FALSE,0
1517923543997,"Beautiful coming of age movie.  Naïve, exotic, gut wrenching, uplifting.  What a beautiful cast!",0,FALSE,0
1517923544007,"I didn’t like this film, however I loved the relationship Elio had with his parents. I loved how intelligent and encouraging his parents were. They encouraged him to do whatever it is that he enjoyed and I really loved how this movie had a huge Italian influence. I liked how they all spoke french, english and italian to each other. Elio and his parents were very close and I just really enjoyed seeing them interact on screen. Accomplished people are usually depicted as snobs on the big screen but his parents were quite the opposite, very polite and loving. Those relationships, those bonds with parents are hard to come by, especially in the lgbt community.",0,FALSE,0
1517923544018,Is anyone else concerned in the slightest by the fact that this kid is clearly underage??? No??? I mean I haven’t read the book so I can’t judge but umm...,0,FALSE,0
1517923544023,Every time I see this trailer or here the music it makes me cry it’s so beautiful and full of life I love this 😭❤️❤️,1,FALSE,0
1517923544032,This movie is perfect!,0,FALSE,0
1517923544041,"i have watched this trailer like 10 times,,,today",0,FALSE,0
1517923544051,"Ok I don't mean to judge anyone, it's the firts time I'm seeing this, haven't read the book... I just wanna know how old are these guys? Because it seems to me he could be his father",0,TRUE,1
1517923544060,"I love the idea, just not the portrayal.",0,FALSE,0
1517923544065,no. he's like 15 and the other dude is a GROWN ASS man!!,0,TRUE,1
1517923544076,"Ok I know everyone is commenting on how beautiful the trailer is, and they’re right.. the trailer is gorgeous, but the first thing i thought of when I saw the trailer was.. “didn’t serena van der Woodson date that guy? And he stole dan’s college savings.. and he was a con artist with that poppy girl??” 😂😂",0,FALSE,0
1517923544085,I hope the movie is coming to our cinemas soon :),0,FALSE,0
1517923544090,Best Adapted Screenplay - Oscars,0,FALSE,0
1517923544098,Wtf is this shite.,0,FALSE,0
1517923544108,Still crying after having watched the movie 3 times,0,FALSE,0
1517923547037,i already love this! The film looks great! But what with the american girl pretending to be italian ahaha nope,0,FALSE,0
1517923547042,So we encourage pedophilia now? If the main character was an underage girl people would outraged. The pedophilia in the media is just so blatant these days. These comments are tragic and trash,0,FALSE,0
1517923547050,"The first trailer for the indie hit ""Call Me By Your Name"" was really well put together.  It's hard to put a trailer together that really gives you the movie, without revealing everything about the movie.  The lines that they include in the trailer are pivotal to the movie, but in full context in the movie, have so much more meaning.  This is a beautiful movie.  It will touch everyone, bringing you back to so many times of your life.  From first love, to first heartbreak, to unrequited love, then full abandon.  Mistakes, triumphs, and even a throwback to the 80s that depict joyful moments in your life.  If you've ever been in love, or about to find love, with a man or a woman, this movie will speak to you.  Shot in the breathtaking backdrop of Northern Italy, the performances are spot on - Luca Guadagnino drew out such intricate performances from every actor in this movie.  Michael Stuhlbarg is the every father - you hope to have that kind of relationship, and he delivers some of the most touching and telling lines in this movie. - from describing the sculpture with undertones about relationships to the triumphant scene near the end that will have you in tears - he deserves an oscar for that performance.  Who would not fall in love with Armie Hammer's Oliver in this movie, and who hasn't fallen in love someone who couldn't commit fully to you.  Timothy Chalamet is stunning as Elio - baring all the emotions of every stage of love and heartbreak.  Was this you at one time - I think everyone might relate to him at one point or another in this movie.  Sufjan Stevens has three well placed songs in this movie, including ""Mystery of Love"", which is used in this trailer.  The songs are perfect - Guadagnino had trouble securing him for this movie, but once he did, he gave him little direction beyond giving him the book and script, and all the songs were so good that listening to them even after the movie brings you right back to those scenes and those feelings.  I think Guadagnino and James Ivory did justice to André Aciman's novel... and who knows, a sequel in a few years to finish off the book would be terrific if all these players come back.  For me, the best picture this year.  Go see this movie.  It will be worth it.",0,FALSE,0
1517923547057,"Eh this movie fucked me up real good. The best romance I've ever watched. The acting, music, landscape and overall feel made me feel as if I was watching some beautiful story unfold in a beautiful, forgotten, faraway land. This and Dunkirk are the best movies of 2017 and I really hope they both get recognized at the Oscars this year.",2,FALSE,0
1517923547064,What is this about??,0,FALSE,0
1517923547071,JUST WATCH IT.,0,FALSE,0
1517923547075,"awww,...it says, ""let's all be gay"".",0,FALSE,0
1517923547084,This movie will get oscar nominations,0,FALSE,0
1515245147088,It’s a beautiful trailer,0,FALSE,0
1515245147097,Looks like Gabriel from supernatural,0,FALSE,0
1515245147107,"This movie is amazing, I've already watched it 5 times in three days",0,FALSE,0
1515245147113,Best Film at the Academy Awards being won by a movie that centers around strong gay/bisexual male protagonists and same-sex male couples two years in a row. Imagine how powerful that would be.,2,FALSE,0
1515245147123,"To be honest, I loooooooove the movie, but it is sooo confusing, I've watched it 2-3 times",0,TRUE,3
1515245147133,"Meanwhile, fucktard liberals ruined an election in Alabama over this stupid bullshit.
Guess we're back to ""Age is just a number"" with democrats, eh?",1,FALSE,0
1515245147143,WTF GUYS? PLS  sb answer me I cried so hard after I saw Elio like that near the fire the ending was really sad so why do U like it so much I can't stop thinkin' about that bitter ending it N really depressed me?,0,FALSE,0
1515245147148,The hero is developing an illicit relationship with his father's buddy.,0,FALSE,0
1515245147156,"What a movie and What a beauty, Timmy",0,FALSE,0
1515245147167,"This is truly a masterwork for me. It was all beautiful and there are amazing reviews online that describe the film more eloquently than I can, however the scene with Elio and his father on the couch (which I understand is similar to that in the book) is one of the most beautiful, poignant and affirming scenes I've ever seen in a film. And finally the last lingering shot of Elio's face sitting by the fire is heartbreaking. I don't think the fact that the two characters are male is relevant, as a testament to the halcyon days of first love, and the anguish of love lost, it is hard to think of a film that has captured it better. I hope Timothee wins the Oscar for best actor, as his performance is so nuanced and visceral and beyond his years. Thank you to everyone involved.",1,FALSE,0
1515245147175,I literally got scared when I heard Italian,0,FALSE,0
1515245147182,privliged fake jew story smh pfft sick,0,FALSE,0
1515245149332,This movie is so GOOD!,0,FALSE,0
1515245149336,About to watch right now!!,0,FALSE,0
1515245149346,Wait what?XD,0,FALSE,0
1515245149350,I read the book when come out at 20018. It´s surprisme...  I look forward to see the film...,1,FALSE,0
1515245149360,i just watched this movie last night and i cried tbh because not to tell too much information but i somehow see myself in elio especially i was sexually exploring when i was younger and then i just relate to him so much. so tonight i'll be reading the book because i want to know more details. love you luca & andrè and especially arnie and tim. the movie was beyond amazing.,0,FALSE,0
1515245149370,Haven't watch it yet. Is it bout gay?,0,TRUE,2
1515245149375,I want to see this so bad I can’t even deal,0,FALSE,0
1515245149384,"BEST MOVIE EVEEEEER, it's just a MASTERPIECE",0,FALSE,0
1515245149394,Great movie... Oscar worthy 👏,0,FALSE,0
1515245149398,"HELLO PEOPLE THE KID IS ""17."" ""SEVENTEEN,"" can we have a love story age appropriate. Who cares the two men are gay...AGE APPROPRIATE!",0,FALSE,0
1515245149408,This movie deserves all the Oscars in the world. It is fantastic.,13,FALSE,0
