timestamp,comment_text,likes,has_replies,number_of_replies
1520337938034,watching this for someone i love,0,FALSE,0
1520334338049,Now I know where my sister got her name.,0,FALSE,0
1520334338055,That's what I call an overrated shitty movie!,1,FALSE,0
1520327138063,Is that the house from Superbad lol?,0,FALSE,0
1520327138073,I think I'm into the movie,0,FALSE,0
1520327138084,good movie but stupid ending,0,FALSE,0
1520316338095,When will this be on Netflix?,0,FALSE,0
1520316338107,hahaha,0,FALSE,0
1520312738116,cute ladybird and great movie.............,0,FALSE,0
1520312738125,Much luv coming from South Sacramento,0,FALSE,0
1520312738133,This movie reminds me a bit of the edge of seventeen,1,FALSE,0
1520287538143,What is so freaking special about this movie i'm so confused?! Well at least it's not about doing a fish so i guess anything's better than that...,0,FALSE,0
1520276738153,This movie is so fucking good.  It had me crying like a baby at the end. 😭😭,0,FALSE,0
1520262338163,"Saoirse Ronan ❤️
Wish I'll find a girl with that accent I will definitely not let her go.",1,FALSE,0
1520262338173,That Yale line tho 😂😂😂,1,FALSE,0
1520258738182,This movie is really break my heart in a good way,0,FALSE,0
1520255138194,I watched it tonight and I cried.,0,FALSE,0
1520255138203,"Seems like a good movie, is it out yet?",0,FALSE,0
1520255138213,What is this even about?? The fff,0,FALSE,0
1520255138224,listen sersha idk who teh fuk u tink u r but spell ur nem korektly,0,FALSE,0
1520255139179,Looking forward to seeing this!,0,FALSE,0
1520255139183,"I live just east of Sacramento, and I'm parked across the street from the big blue house that appears in this movie right now. There's a little red carpet rolled down the walkway that leads to the house's front door. People walk by to take photos. I've not seen this film yet, and probably won't. Sacramento is not the worst.",0,FALSE,0
1520255139193,"""How did I raise such a snob"".....I want to see this movie.",0,FALSE,0
1520255139203,Cry baby narcist hipster film.,0,FALSE,0
1520255139206,The trailer did not do this film any justice.  I was surprised by how emotional this movie made me.  Well done.,0,FALSE,0
1520255139215,"I saw it last night, what's the fuss about? Very flat, disappointing all around. A coming of age story with no edge to it.... Nothing special at all.",0,FALSE,0
1520255139218,Just don't...,0,FALSE,0
1520255139228,"We all know what’s going to win. To shut the sjws up, it’ll be Get Out.",0,FALSE,0
1520168739233,Typical kind of coming of age movies... These kinds of trailers and plots... Urgh.. But saoirse is a good actress👍,0,FALSE,0
1520168739242,Looks like the most tedious thing since Juno.,0,FALSE,0
1520168739252,"They used one of my favorite Monkees  songs ""As We Go Along"".",0,FALSE,0
1520168739262,The trailer doesn't do justice to this brilliant film. The tone Gerwig's direction brought to this story was brilliant!,0,FALSE,0
1520168739266,Somebody know where is kathryn newton in this film?,0,FALSE,0
